Epoch: 500, Improvement: 2.708687%
Epoch: 400, Improvement: 2.322404%
Epoch: 200, Improvement: 1.201244%
Epoch: 700, Improvement: 1.041078%
Epoch: 3150, Improvement: 0.904466%
Epoch: 650, Improvement: 0.758432%
Epoch: 2950, Improvement: 0.419258%
Epoch: 3100, Improvement: 0.268513%
Epoch: 3200, Improvement: 0.254381%
Epoch: 150, Improvement: 0.235538%
Epoch: 50, Improvement: 0.226116%
